source,title,description,content,url,publishedAt
Breitbart News,"Netanyahu Blasts Macron over 'United Nations' Insult, Lebanon Policy",Israeli Prime Minister Benjamin Netanyahu blasted French President Emmanuel Macron on Tuesday after the European leader insulted Israel by suggesting that it would not have existed except for the United Nations. The post Netanyahu Blasts Macron over ‘United N…,Israeli Prime Minister Benjamin Netanyahu blasted French President Emmanuel Macron on Tuesday after the European leader insulted Israel by suggesting that it would not have existed except for the Uni… [+3865 chars],https://www.breitbart.com/middle-east/2024/10/15/netanyahu-blasts-macron-united-nations-attempts-to-intervene-in-lebanon/,
Yahoo Entertainment,Netanyahu opposes ceasefire deal that would not halt Hezbollah from rearming,Israeli Prime Minister Benjamin Netanyahu said on Tuesday he told French President Emmanuel Macron that he would not agree to a ceasefire deal that failed to...,By Steven Scheer  JERUSALEM (Reuters) - Israeli Prime Minister Benjamin Netanyahu said on Tuesday he told French President Emmanuel Macron that he would not agree to a ceasefire deal that failed to s… [+1664 chars],https://www.yahoo.com/news/netanyahu-opposes-ceasefire-deal-not-185032579.html,
International Business Times,Macron Riles Netanyahu With Jab On Israel's Creation,"French President Emmanuel Macron has further strained tense relations with Israel with a comment referring o the creation of the Israeli state, a verbal jab that was rapidly denounced by Prime Minister Benjamin Netanyahu as distorting history.","French President Emmanuel Macron has further strained tense relations with Israel with a comment referring o the creation of the Israeli state, a verbal jab that was rapidly denounced by Prime Minist… [+3963 chars]",https://www.ibtimes.com/macron-riles-netanyahu-jab-israels-creation-3746906,
Breitbart News,"Communist Nicaragua Cuts Ties with Israel, Calls Netanyahu 'Son of the Devil'","Communist dictator Daniel Ortega of Nicaragua condemned Israeli Prime Minister Benjamin Netanuayu on Monday evening, calling him ""Hitler"" and accusing him of being the ""son of the devil"" days after he had the country break diplomatic ties with Israel. The pos…","Communist dictator Daniel Ortega of Nicaragua condemned Israeli Prime Minister Benjamin Netanuayu on Monday evening, calling him “Hitler” and accusing him of being the “son of the devil” days after h… [+4152 chars]",https://www.breitbart.com/latin-america/2024/10/15/communist-nicaragua-cuts-ties-with-israel-calls-netanyahu-son-of-the-devil/,
Raw Story,"In clash with Netanyahu, Macron says Israel PM 'mustn't forget his country created by UN","Israeli Prime Minister Benjamin Netanyahu should not forget his country was created as a result of a resolution adopted by the United Nations, French President Emmanuel Macron told cabinet on Tuesday, urging Israel to abide by UN decisions.Tensions have incre…","Israeli Prime Minister Benjamin Netanyahu should not forget his country was created as a result of a resolution adopted by the United Nations, French President Emmanuel Macron told cabinet on Tuesday… [+1410 chars]",https://www.rawstory.com/election-officials-in-u-s-state-of-georgia-must-certify-results-judge/,
Wnd.com,Report: Netanyahu tells Biden Iran’s nuclear and energy sites not on target list,"Meanwhile, Israel is facing a potential shortage of interceptor missiles as it bolsters air defenses against possible attacks from Iran and its proxies","Israel Prime Minister Benjamin Netanyahu welcomes Joe Biden at Ben-Gurion Airport, Oct. 18, 2023. (Photo by Avi Ohayon/Israel GPO)  Israel/Middle East Morning Brief  U.S. President Joe Biden was said… [+3176 chars]",https://www.wnd.com/2024/10/report-netanyahu-tells-biden-irans-nuclear-and-energy-sites-not-on-target-list/,
Investing.com,"Netanyahu held emergency discussion on increasing aid to Gaza, Israeli officials say","Netanyahu held emergency discussion on increasing aid to Gaza, Israeli officials say","JERUSALEM (Reuters) - Israeli Prime Minister Benjamin Netanyahu convened an emergency meeting on Wednesday to discuss expanding humanitarian aid to Gaza, three officials who attended the discussion s… [+1172 chars]",https://www.investing.com/news/world-news/netanyahu-held-emergency-discussion-on-increasing-aid-to-gaza-israeli-officials-say-3666902,
Biztoc.com,Netanyahu Denies Substance Of WaPo Iran Strike Report Which Sent Oil Prices Sliding,Netanyahu Denies Substance Of WaPo Iran Strike Report Which Sent Oil Prices Sliding   Israeli Prime Minister Benjamin Netanyahu is denying a Monday Washington Post report which sent oil prices sliding and which painted a picture of President Biden using diplo…,Netanyahu Denies Substance Of WaPo Iran Strike Report Which Sent Oil Prices Sliding  Israeli Prime Minister Benjamin Netanyahu is denying a Monday Washington Post report which sent oil prices sliding… [+141 chars],https://biztoc.com/x/0700b429bce62309,
Freerepublic.com,Biden said to claim ’18 out of 19 people who work for Netanyahu are liars’,"Journalist and author Bob Woodward, whose new book, “War,” has already made headlines, claimed that US President Joe Biden told aides that “18 of the 19 people” who work for Prime Minister Benjamin Netanyahu are “liars.” Snippets from Woodward’s book, as repo…","<table><tr><td>This thread has been pulled.</td></tr><tr><td>  Pulled on 10/16/2024 7:50:33 AM PDT  by Admin Moderator,  reason:language  </td></tr></table>Okay",https://freerepublic.com/focus/f-news/4271353/posts,
Haaretz,How Netanyahu overcame his fear of protracted wars,"The war in Gaza has been pushed along by a lust for revenge, so it has been harder for Netanyahu to satisfy his base. Luckily, in the Lebanon story there are no Palestinians or ghosts of  Israel's 2005 Gaza pullout","Analysis | The war in Gaza has been pushed along by a lust for revenge, so it has been harder for Netanyahu to satisfy his base. Luckily, in the Lebanon story there are no Palestinians or ghosts of I… [+24 chars]",https://www.haaretz.com/israel-news/2024-10-16/ty-article/.premium/how-netanyahu-overcame-his-fear-of-protracted-wars/00000192-94d4-d0b6-a5d6-d7d640060000,
Haaretz,Haredi minister threatens to topple Netanyahu government if conscription bill passes,"The United Torah Judaism party leader previously made a deal with Netanyahu to throw his party's support behind the state budget if a law exempting the ultra-Orthodox was passed by Rosh Hashanah, a source said","The United Torah Judaism party leader previously made a deal with Netanyahu to throw his party's support behind the state budget if a law exempting the ultra-Orthodox was passed by Rosh Hashanah, a s… [+9 chars]",https://www.haaretz.com/israel-news/2024-10-15/ty-article/.premium/haredi-minister-threatens-to-quit-netanyahu-government-if-conscription-bill-passes/00000192-909b-d2ee-a9f3-9e9fec1d0000,
Haaretz,Arab world speculates whether 'Netanyahu will go too far' in his response to Iran,"As Hezbollah-affiliated news outlets warn that the U.S. will be responsible for Israel's counter-strike, other Arabic-language commentators suggest that despite U.S. opposition, Netanyahu will still try to hit Tehran's nuclear sites","As Hezbollah-affiliated news outlets warn that the U.S. will be responsible for Israel's counter-strike, other Arabic-language commentators suggest that despite U.S. opposition, Netanyahu will still … [+32 chars]",https://www.haaretz.com/israel-news/2024-10-15/ty-article/.premium/arab-world-speculates-whether-netanyahu-will-go-too-far-in-his-response-to-iran/00000192-8fd2-d40d-afdf-9ffeb6f90000,
Haaretz,AG tells Netanyahu his security cabinet is a 'sanctuary for improper decision-making',Attorney General Gali Baharav-Miara said that the decision to establish shelters at settler outposts was made without consulting security and legal experts or considering budget implications. Netanyahu's office called the allegations baseless,"A decision by Israel's security cabinet to place mobile air raid shelters in West Bank outposts last week was taken without the required consultations with legal and security experts, according to At… [+33 chars]",https://www.haaretz.com/israel-news/2024-10-15/ty-article/.premium/ag-tells-netanyahu-his-security-cabinet-is-a-sanctuary-for-improper-decision-making/00000192-901e-d2db-ab97-dddf27870000,
Haaretz,Netanyahu has a plan for putting the Haredi draft issue to bed,"Israeli PM Netanyahu is advancing a compromise that would save his coalition without fixing the existing imbalance in the burden of IDF service. The main obstacle remains Defense Minister Gallant, but sources in Likud say Netanyahu won't hesitate to replace h…",Analysis | Israeli PM Netanyahu is advancing a compromise that would save his coalition without fixing the existing imbalance in the burden of IDF service. The main obstacle remains Defense Minister … [+91 chars],https://www.haaretz.com/israel-news/2024-10-16/ty-article/.premium/netanyahu-has-a-plan-for-putting-the-haredi-draft-issue-to-bed/00000192-9468-d2db-ab97-ddf94bff0000,
Haaretz,"'At the UN, I understood that Netanyahu doesn't intend to bring the hostages back. He'd rather have them return in body bags'","Danny Elgarat, whose brother Itzhak Elgarat was abducted from his home in Kibbutz Nir Oz, has been hunger striking for 17 days in an effort to rouse the public to join the battle for the hostages. He fears for his brother's life","Danny Elgarat, whose brother Itzhak Elgarat was kidnapped from his home in Kibbutz Nir Oz, has been on hunger strike for 17 days. Every morning he goes to the high school in Rishon Letzion where he t… [+94 chars]",https://www.haaretz.com/israel-news/2024-10-16/ty-article/.premium/at-the-un-i-understood-that-netanyahu-doesnt-intend-to-bring-the-hostages-back/00000192-92c8-de4f-a1d6-97fe94d30000,
Fox News,"Netanyahu hits Biden admin, says Israel – not US – will decide how to handle Iran",Israeli Prime Minister Benjamin Netanyahu stated that his regime and not the U.S. will decide how to retaliate against Iran.,"Israeli Prime Minister Benjamin Netanyahu took a swipe at President Biden's administration Tuesday, stating firmly that Israel not the U.S. will decide how best to retaliate against Iran's recent agg… [+2621 chars]",https://www.foxnews.com/politics/netanyahu-hits-biden-admin-says-israel-not-us-will-decide-how-handle-iran,
Fox News,"Netanyahu tells Macron that Israel was not created by the UN, but by 'blood of our heroic fighters'",Israeli Prime Minister Benjamin Netanyahu blasted French President Emmanuel Macron over his remarks to his cabinet about Israel's founding.,"Israeli Prime Minister Benjamin Netanyahu on Tuesday took umbrage at remarks made by French President Emmanuel Macron, in which he stated that Israel was created by the United Nations.   Macron was s… [+2678 chars]",https://www.foxnews.com/us/netanyahu-tells-macron-israel-not-created-un-blood-our-heroic-fighters,
Al Jazeera English,Netanyahu says war on Gaza “not over yet” after death of Hamas’s Sinwar,"Israeli Prime Minister Benjamin Netanyahu said that the war on Gaza is ""not over yet"" after the death of Hamas's Sinwar.","NewsFeed  Israeli Prime Minister Benjamin Netanyahu said that despite the death of Hamass leader Yahya Sinwar, the war on Gaza is not over yet.",https://www.aljazeera.com/program/newsfeed/2024/10/17/netanyahu-says-war-on-gaza-not-over-yet-after-death-of-hamass-sinwar,
Democracy Now!,"""Itching for a War"": Biden Deploys U.S. Troops to Israel as Netanyahu Threatens Escalation with Iran","We look at Israel’s threats to launch retaliatory strikes against Iran as fears grow of a broader regional war. We speak to analyst Trita Parsi, executive vice president of the Quincy Institute for Responsible Statecraft, about the Biden administration sendin…",This is viewer supported news. Please do your part today.  Donate  We look at Israel’s threats to launch retaliatory strikes against Iran as fears grow of a broader regional war. We speak to analyst … [+559 chars],https://www.democracynow.org/2024/10/17/iran_israel_escalation,
CBS News,Netanyahu says leader's death is the end of Hamas,"Israel announced that Hamas leader Yahya Sinwar was killed in Gaza Thursday. ""Hamas will no longer rule Gaza,"" Israeli Prime Minister Benjamin Netanyahu said. CBS News' Elizabeth Palmer reports on the significance of Sinwar's death.","Watch CBS News  Copyright ©2024 CBS Interactive Inc. All rights reserved.  Get browser notifications for breaking news, live events, and exclusive reporting.  Not NowTurn On",https://www.cbsnews.com/video/netanyahu-leaders-death-end-hamas/,
CBS News,"Netanyahu confirms Yahya Sinwar killing, says war is not over",Prime Minister Benjamin Netanyahu has confirmed the death of Hamas chief Yahya Sinwar in the Gaza Strip as Israel's war continues to escalate there and in Lebanon against Hezbollah. Netanyahu called for members of Hamas to release the remaining Israeli hostag…,"Watch CBS News  Copyright ©2024 CBS Interactive Inc. All rights reserved.  Get browser notifications for breaking news, live events, and exclusive reporting.  Not NowTurn On",https://www.cbsnews.com/video/netanyahu-confirms-yahya-sinwar-killing-says-war-is-not-over/,
NBC News,U.S. says it will be 'watching' as Netanyahu holds emergency meeting on increasing aid to Gaza,"Facing increasing U.S. pressure to ramp up aid into Gaza and warning that Washington would be “watching,” as Israeli Prime Minister Benjamin Netanyahu held an emergency meeting to discuss the matter on Wednesday.","Facing increasing U.S. pressure to ramp up aid into Gaza and warning that Washington would be watching, as Israeli Prime Minister Benjamin Netanyahu held an emergency meeting to discuss the matter on… [+2463 chars]",https://www.nbcnews.com/news/world/israel-gaza-aid-war-hamas-netanyahu-united-nations-starvation-letter-rcna175868,
Breitbart News,"Netanyahu on Killing of Hamas Leader Yahya Sinwar: 'Darkness Is in Retreat, Light Is Rising'","Israeli Prime Minister Benjamin Netanyahu addressed his nation on Thursday evening in the wake of confirmation that Israel Defense Forces (IDF) troops had killed Hamas leader Yahya Sinwar, saying a chance had arrived for peace. The post Netanyahu on Killing o…","Israeli Prime Minister Benjamin Netanyahu addressed his nation on Thursday evening in the wake of confirmation that Israel Defense Forces (IDF) troops had killed Hamas leader Yahya Sinwar, saying a c… [+3863 chars]",https://www.breitbart.com/middle-east/2024/10/17/netanyahu-on-killing-of-hamas-leader-yahya-sinwar-darkness-is-in-retreat-light-is-rising/,
Breitbart News,Netanyahu to Hamas: Free the Hostages and We Will Let You Live,"Israeli Prime Minister Benjamin Netanyahu said Thursday evening that Hamas terrorists who freed Israeli hostages would be allowed to live, but that those who sought to harm them would be hunted down and killed. He added that the war in Gaza would end if the h…","Israeli Prime Minister Benjamin Netanyahu said Thursday evening that Hamas terrorists who freed Israeli hostages would be allowed to live, but that those who sought to harm them would be hunted down … [+2594 chars]",https://www.breitbart.com/middle-east/2024/10/17/netanyahu-to-hamas-free-the-hostages-and-we-will-let-you-live/,
Naturalnews.com,"Netanyahu will strike military sites within Iran before U.S. elections, source tells WaPo","Two unnamed officials close to Israeli Prime Minister Benjamin Netanyahu just disclosed to the Biden administration that Israel is planning to launch its attack on Iran before the U.S. presidential elections on Nov. 5, the Washington Post (WaPo) reported. Acc…",Two unnamed officials close to Israeli Prime Minister Benjamin Netanyahu just disclosed to the Biden administration that Israel is planning to launch its attack on Iran before the U.S. presidential e… [+4918 chars],https://www.naturalnews.com/2024-10-17-netanyahu-will-strike-iran-before-us-elections.html,
International Business Times,"Hostages Families Not Impressed With Hamas Leader's Assassination, Demand Netanyahu Order 'Immediate Agreement'","Amidst reports of the death of Yahya Sinwar, the head of Hamas, the families of the Israeli hostages push the government to negotiate their safe return.",The families of 101 still believed to be held hostage in Gaza expressed concern about retribution against their loved ones after the Israel Defense Forces (IDF) is believed to have killed Yahya Sinwa… [+2887 chars],https://www.ibtimes.com/israeli-hostage-families-hamas-assassination-netanyahu-3747095,
NBC News,Sinwar's death offers an opening to end the war in Gaza – and a test for Netanyahu,"The killing of Yahya Sinwar is a tactical and symbolic success for Israel, but it's unclear if it will change the course of the conflict in Gaza.",The killing of Hamas leader Yahya Sinwar is a major symbolic and military victory for Israel a year after the hard-line ideologue masterminded a devastating terrorist attack that shattered the countr… [+7728 chars],https://www.nbcnews.com/investigations/sinwars-death-offers-opening-end-war-gaza-test-netanyahu-rcna175914,
Yahoo Entertainment,Netanyahu says al-Sinwar's death paves way for a better future,"Israeli Prime Minister Benjamin Netanyahu has hailed the death of Hamas leader Yehya al-Sinwar as a significant milestone, describing it as a sign of ""the...","Israeli Prime Minister Benjamin Netanyahu has hailed the death of Hamas leader Yehya al-Sinwar as a significant milestone, describing it as a sign of ""the decline of the reign of evil by Hamas"" in th… [+1781 chars]",https://www.yahoo.com/news/netanyahu-says-al-sinwars-death-190323216.html,
ABC News,"Prime Minister Benjamin Netanyahu says Israel has “settled its account” with Sinwar but ""war is not yet ended.""","Prime Minister Benjamin Netanyahu says Israel has “settled its account” with Sinwar but ""war is not yet ended.""","Prime Minister Benjamin Netanyahu says Israel has settled its account with Sinwar but ""war is not yet ended.""  October 17, 2024, 1:43 PM  JERUSALEM -- Prime Minister Benjamin Netanyahu says Israel ha… [+60 chars]",https://abcnews.go.com/International/wireStory/prime-minister-benjamin-netanyahu-israel-settled-account-sinwar-114901381,
New York Post,Netanyahu says Israel ‘settled the score’ with Hamas head Yahya Sinwar’s death — but warns war is not over,"Israeli Prime Minister Benjamin Netanyahu said that the killing of Hamas head Yahya Sinwar in Rafah marked a pivotal moment in the Middle East wars, but warned that the fight was not over yet – as he vowed to return the remaining hostages to their loved ones.…","Israeli Prime Minister Benjamin Netanyahu said that the killing of Hamas head Yahya Sinwar in Rafah marked a pivotal moment in the Middle East wars, but warned that the fight was not over yet as he v… [+2292 chars]",https://nypost.com/2024/10/17/world-news/netanyahu-says-israel-settled-the-score-with-yahya-sinwars-death-but-war-is-not-over/,
Biztoc.com,Will Netanyahu continue Gaza war after death of Hamas chief?,US says killing of Yahya Sinwar is an opportunity to negotiate a ceasefire,"US says killing of Yahya Sinwar is an opportunity to negotiate a ceasefire  This story appeared on ft.com, 2024-10-17 22:23:08.",https://biztoc.com/x/047d8be934863455,
Biztoc.com,"Netanyahu: Israel has 'settled its account' with Sinwar, but 'war has not yet ended'","Prime Minister Benjamin Netanyahu said on Wednesday that the killing of Hamas leader Yahya Sinwar was an ""important moment in the war"" to bring home the hostages being held in Gaza.","Prime Minister Benjamin Netanyahu said on Wednesday that the killing of Hamas leader Yahya Sinwar was an ""important moment in the war"" to bring home the hostages being held in Gaza.  This story appea… [+35 chars]",https://biztoc.com/x/412b62e73ba2c6fe,
Investing.com,"Biden says will speak soon with Netanyahu on how to return hostages, end war","Biden says will speak soon with Netanyahu on how to return hostages, end war","(Reuters) - U.S. President Joe Biden said on Thursday that slain Hamas leader Yahya Sinwar's death marks a moment of relief for Israelis while providing the opportunity for a ""day after"" in Gaza with… [+492 chars]",https://www.investing.com/news/world-news/biden-says-will-speak-soon-with-netanyahuon-how-to-return-hostages-end-war-3669471,
Biztoc.com,Israel's Netanyahu Says Sinwar's Death Doesn't Mean Gaza War Is Over,"Hamas leader Yahya Sinwar was killed by #Israel in Gaza. In a speech, Israel’s Prime Minister Benjamin #Netanyahu confirmed the death and said that Sinwar’s demise isn’t a sign that the war in #Gaza is over. #worldnews #politics #geopolitics Read more:…","Hamas leader Yahya Sinwar was killed by #Israel in Gaza. In a speech, Israels Prime Minister Benjamin #Netanyahu confirmed the death and said that Sinwars demise isnt a sign that the war in #Gaza is … [+106 chars]",https://biztoc.com/x/0864ac89251faf6b,
Freerepublic.com,"Netanyahu on Killing of Hamas Leader Yahya Sinwar: ‘Darkness Is in Retreat, Light Is Rising’","Israeli Prime Minister Benjamin Netanyahu addressed his nation on Thursday evening in the wake of confirmation that Israel Defense Forces (IDF) troops had killed Hamas leader Yahya Sinwar, saying a chance had arrived for peace. Netanyahu began by discussing t…","Skip to comments.  Netanyahu on Killing of Hamas Leader Yahya Sinwar: Darkness Is in Retreat, Light Is RisingBreitbart ^   | 10/17/2024   | Joel B. Pollak  Posted on 10/17/2024 11:59:33 AM PDT by Chi… [+1665 chars]",https://freerepublic.com/focus/f-news/4271653/posts,
Haaretz,"Netanyahu tells Gaza terrorists: Lay down your arms, free the hostages - and live","Israeli prime minister's offer of immunity hopes to exploit anger of Hamas members toward Yahya Sinwar, who was killed by Israeli forces in the Gaza Strip",Prime Minister Benjamin Netanyahu has offered Hamas terrorists a deal in which they would release the hostages in exchange for free passage out of the Gaza Strip. In a message to the media after the … [+153 chars],https://www.haaretz.com/israel-news/2024-10-18/ty-article/.premium/netanyahu-tells-gaza-terrorists-lay-down-your-arms-free-the-hostages-and-live/00000192-9c62-d2c4-ad9a-fd73c6d50000,
Fox News,Biden admin issues warning to Netanyahu as Israel holds emergency meeting on Gaza aid,"The U.S. warned Israel on this week that it is ""watching"" Prime Minister Benjamin Netanyahu's actions on delivering aid to Gaza.","President Biden's administration warned Israeli Prime Minister Benjamin Netanyahu that the U.S. will be ""watching"" as Israel conducts an emergency meeting on Gaza aid Thursday.  U.S. Ambassador to th… [+2699 chars]",https://www.foxnews.com/politics/biden-admin-issues-warning-netanyahu-israel-holds-emergency-meeting-gaza-aid,
Al Jazeera English,Israel’s Netanyahu vows Gaza war ‘not over’ after Sinwar’s alleged killing,Israeli leader describes alleged killing of Hamas leader as 'beginning of the end' of yearlong conflict.,"Israeli Prime Minister Benjamin Netanyahu has declared that the war in Gaza is not over following the alleged killing of Hamas leader Yahya Sinwar, even as Western leaders expressed hope that his dea… [+4067 chars]",https://www.aljazeera.com/news/2024/10/18/israels-netanyahu-vows-gaza-war-not-over-after-sinwars-alleged-killing,
Democracy Now!,Gideon Levy: Death of Sinwar Won't End Israel's War While U.S. Gives Netanyahu Free Rein in Gaza,"Israel announced Thursday it had killed Hamas leader Yahya Sinwar in Gaza, releasing a video allegedly showing Sinwar’s final moments before his death after Israeli forces in Rafah attacked the building he was in. After the announcement, Israeli Prime Ministe…","This is viewer supported news. Please do your part today.  Donate  Israel announced Thursday it had killed Hamas leader Yahya Sinwar in Gaza, releasing a video allegedly showing Sinwar’s final moment… [+689 chars]",https://www.democracynow.org/2024/10/18/gideon_levy,
NBC News,"Sinwar’s killing looks set to boost Netanyahu, the Houdini of Israeli politics","Twelve months ago, Israeli Prime Minister Benjamin Netanyahu had just overseen his country’s worst defense failure ever and faced widespread anger at home and abroad.","Outside of his Cabinet and political base, one charge long leveled against Netanyahu is that he has prioritized his own political survival, playing to his right-wing base by launching wars that sever… [+2311 chars]",https://www.nbcnews.com/news/world/sinwars-killing-boost-netanyahu-israeli-politics-hamas-war-rcna176067,
